title,url,ctime,label_type,label_property,label_article,code,company,industry
于品海增持中国数码信息400万股 耗资46万港币,https://news.10jqka.com.cn/m591049501/,1466162078,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息400万股 耗资46万港币,https://news.10jqka.com.cn/m591017642/,1466082050,新闻,,,HK0250,中国数码信息,信息化服务
于品海增持中国数码信息249万股 耗资26万港币,https://news.10jqka.com.cn/m590913150/,1465820227,新闻,,,HK0250,中国数码信息,信息化服务
于品海增持中国数码信息249万股 耗资26万港币,https://news.10jqka.com.cn/m590897167/,1465782895,新闻,,,HK0250,中国数码信息,信息化服务
于品海增持中国数码信息992万股 耗资103万港币,https://news.10jqka.com.cn/m590802432/,1465211272,新闻,利好,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息1608万股 耗资167万港币,https://news.10jqka.com.cn/m590705042/,1464802769,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息1235万股 耗资124万港币,https://news.10jqka.com.cn/m590705040/,1464802768,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息560万股 耗资58万港币,https://news.10jqka.com.cn/m590705041/,1464802768,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息533万股 耗资54万港币,https://news.10jqka.com.cn/m590705038/,1464802767,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息578万股 耗资60万港币,https://news.10jqka.com.cn/m590705039/,1464802767,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息392万股 耗资39万港币,https://news.10jqka.com.cn/m590704687/,1464801889,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息447万股 耗资46万港币,https://news.10jqka.com.cn/m590704684/,1464801888,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息2075万股 耗资215万港币,https://news.10jqka.com.cn/m590704685/,1464801888,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息877万股 耗资90万港币,https://news.10jqka.com.cn/m590704686/,1464801888,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息599万股 耗资62万港币,https://news.10jqka.com.cn/m590704682/,1464801887,新闻,,,HK0250,中国数码信息,信息化服务
南海控股增持中国数码信息562万股 耗资58万港币,https://news.10jqka.com.cn/m590704683/,1464801887,新闻,,,HK0250,中国数码信息,信息化服务
阿里影业10亿入股大地影院 南海控股（680.HK）到底估值几何？,https://news.10jqka.com.cn/m590123796/,1462885943,新闻,,,HK0250,中国数码信息,信息化服务
