title,url,ctime,label_type,label_property,label_article,code,company,industry
【财闻联播】中国人真有钱 去年买走世界1/3奢侈品！又见业绩暴雷潮 盈利1亿突变巨亏18亿,http://t.10jqka.com.cn/m/zhibo/pid_105705328.shtml,1556280883,新闻,利空,"50006702_业绩上升,50005929_业绩下降",000596,古井贡酒,白酒
古井贡酒2018年年度董事会经营评述,https://news.10jqka.com.cn/m611107363/,1556271853,新闻,,"50019237_经营评述,50001449_古井贡酒",000596,古井贡酒,白酒
财报速递：古井贡酒去年全年净利16.95亿 同比增长48%,https://news.10jqka.com.cn/m611105943/,1556270524,新闻,,50000272_定期报告,000596,古井贡酒,白酒
【龙虎榜】 古井贡酒 04月26日成交明细,https://news.10jqka.com.cn/m611103984/,1556268802,新闻,,50004784_龙虎榜,000596,古井贡酒,白酒
茅台升天奔1000 白酒股得道纷纷迎新高,http://t.10jqka.com.cn/m/zhibo/pid_105692570.shtml,1556267062,新闻,利好,"50000585_白酒,50003682_贵州茅台",000596,古井贡酒,白酒
范劲松、龚小乐：2019Q1食品饮料行业基金持仓分析：白酒大幅加配 板块持仓创新高-,https://mp.weixin.qq.com/s?__biz=MjM5MzMwNDQ2NA==&mid=2649533442&idx=4&sn=035920b89b2dc0efc126ba02721e6241&chksm=be8116fd89f69febe955b75636c108f28c5ad7f243b051893bcd33920b2d65ecb45865d087b0&scene=0&xtrack=1,1556151515,新闻,中性,"50000585_白酒,50005125_饮料制造",000596,古井贡酒,白酒
食品饮料行业周报：市场逐步回归理性 关注年报最后披露阶段,https://mp.weixin.qq.com/s?__biz=MzI3MzQwNDcwNQ==&mid=2247486573&idx=7&sn=6c2d8857550725f336494044a5c54b7c&chksm=eb228a23dc5503358a271208461fa53c408342e0d4277f5460d0a6051b99d09051e3669e368b&scene=0&xtrack=1,1556069080,新闻,中性,"50005581_食品饮料,50005125_饮料制造",000596,古井贡酒,白酒
公募基金加仓擒牛股 一季度利润超6000亿元,https://news.10jqka.com.cn/m611006184/,1555974306,新闻,中性,"50008004_公募基金,50010671_天相投顾",000596,古井贡酒,白酒
基金一季度重仓股曝光 公募“新宠”涨幅惊人,https://news.10jqka.com.cn/m611006144/,1555973906,新闻,中性,"50008004_公募基金,50010458_仓位",000596,古井贡酒,白酒
前十大重仓股中七只股价创新高 把握牛市行情 公募大手笔增持白马蓝筹,https://news.10jqka.com.cn/m611006076/,1555973184,新闻,中性,"50008004_公募基金,50004844_股价创新高",000596,古井贡酒,白酒
