title,url,ctime,label_type,label_property,label_article,code,company,industry
港股开盘前瞻：内外均酝酿波动性 12月向下概率更大,https://news.10jqka.com.cn/m608402418/,1543365720,新闻,中性,"50007514_港股,50006059_原油价格",HK1083,港华燃气,燃气
港股恒指跌幅扩大至0.43% 腾讯跌逾1%,https://news.10jqka.com.cn/m607734485/,1540365054,新闻,,"50007824_恒生指数,50007514_港股",HK1083,港华燃气,燃气
里昂：下调中资燃气股目标价 目前未宜“捞底”,https://news.10jqka.com.cn/m607383357/,1538547690,新闻,,"50006394_燃气,50009612_目标价",HK1083,港华燃气,燃气
港股收评：恒指大跌2.38% 燃气股、内银股集体重挫,https://news.10jqka.com.cn/m607382107/,1538468001,新闻,,"50006105_暴跌,50007824_恒生指数",HK1083,港华燃气,燃气
花旗：下调润燃、港华燃气及新奥投资评级,https://news.10jqka.com.cn/m607382135/,1538464732,新闻,利空,"50006394_燃气,50000401_天然气",HK1083,港华燃气,燃气
9月7日港股通增持比例最多排名,https://news.10jqka.com.cn/m607031405/,1536539967,新闻,中性,50005065_港股通,HK1083,港华燃气,燃气
港股收评：港股恒指跌0.49%失守28000 瑞声科技领跌蓝筹,https://news.10jqka.com.cn/m606739908/,1535012255,新闻,利空,"50007514_港股,50007824_恒生指数",HK1083,港华燃气,燃气
兴业证券：业绩符合市场预期，销气量较快增长,https://news.10jqka.com.cn/m606725687/,1534939314,新闻,,"50000079_兴业证券研报,50006702_业绩上升",HK1083,港华燃气,燃气
中金公司：给予港华燃气(01083.HK)“中性”评级 目标价6.29港元,https://news.10jqka.com.cn/m606591399/,1534505977,新闻,中性,"50000054_中性评级,50023179_中金公司",HK1083,港华燃气,燃气
港华燃气中期净利同比增10.15%至6.63亿港元 加码分布式能源项目,https://news.10jqka.com.cn/m606538082/,1534410699,新闻,中性,"50006394_燃气,50005564_分布式能源",HK1083,港华燃气,燃气
燃气股全线急跌 中国燃气现跌近半成领跌国指股,https://news.10jqka.com.cn/m606480676/,1534302764,新闻,中性,"50006394_燃气,50023050_中国燃气",HK1083,港华燃气,燃气
港股收评：港股恒指微涨0.08% 中国旺旺涨5.13%领涨蓝筹,https://news.10jqka.com.cn/m605970393/,1532679624,新闻,中性,"50007514_港股,50007824_恒生指数",HK1083,港华燃气,燃气
港华燃气折让5.15%发行4133.8万股以股代息股份,https://news.10jqka.com.cn/m605760202/,1531903481,新闻,,50006394_燃气,HK1083,港华燃气,燃气
花旗：升港华燃气(01083.HK)目标价至8.5港元 评级“买入”,https://news.10jqka.com.cn/m605047253/,1528881912,新闻,,"50000030_买入评级,50004980_花旗集团",HK1083,港华燃气,燃气
花旗：升港华燃气(01083)目标价至8.5元 评级“买入”,https://news.10jqka.com.cn/m605045057/,1528879983,新闻,,"50000030_买入评级,50004980_花旗集团",HK1083,港华燃气,燃气
港股复盘：腾讯领跌 恒指重挫近2%失守31000点,https://news.10jqka.com.cn/m604969758/,1528455875,新闻,利空,"50000030_买入评级,50000031_增持评级",HK1083,港华燃气,燃气
汇证：内地统一气价影响有限 偏好北控(00392)港华燃气(01083),https://news.10jqka.com.cn/m604795377/,1527746536,新闻,,"50006394_燃气,50009612_目标价",HK1083,港华燃气,燃气
【权益变动】港华燃气(01083-HK)遭独立董事关育材减持25万股涉资约204万,https://news.10jqka.com.cn/m604732760/,1527564106,新闻,,"50000014_高管减持,50000015_股东减持",HK1083,港华燃气,燃气
大和：上调港华燃气(01083)目标价至8.5元 评级“跑赢大市”,https://news.10jqka.com.cn/m604531680/,1526617787,新闻,利好,"50017156_跑赢大市评级,50006394_燃气",HK1083,港华燃气,燃气
港股5月投资策略及十大金股,https://news.10jqka.com.cn/m604198253/,1525137409,新闻,,,HK1083,港华燃气,燃气
