title,url,label_property,code,company,article
汇丰控股：埃文斯退任董事,https://news.10jqka.com.cn/m610835082/,利空,HK0005,汇丰控股,<p>另外，戴国良获委任为金融系统风险防护委员会主席，祈嘉莲则获委任为金融系统风险防护委员会成员，自股东周年大会结束时生效。</p>
汇控：世界经济前景较一年前更难预测,https://news.10jqka.com.cn/m610834685/,利空,HK0005,汇丰控股,<p>汇控(00005-HK)主席杜嘉祺表示，环顾当前形势，世界经济前景较一年前更难预测，主要受欧洲经济疲弱影响，环球增长正在放缓，美国及亚洲经济前景亦转淡，中美贸易分歧预料将影响今年余下时间市场情绪。集团期望华盛顿与北京之间的持续对话，能够达致正面成果。<br/></p><p>他又提到，美国经济表现与联储局的政策取向仍然主导环球市场情绪，集团预期政策制订者今年采取较谨慎的态度。</p><p>杜嘉祺在汇控控股东周年大会声明说，围绕英国脱欧的不明朗因素预料仍会持续一段时间，集团将继续密切留意事态发展，根据形势变化规划整体欧洲业务，确保提供的服务不受影响。</p><p>行政总裁范宁在声明内提到，大湾区已成为中国经济发展同整合的核心，大湾区内人口大约7千万，本地生产总值达到1.5万亿美元，预计在2030年前增加两倍。集团在珠三角地区建立可扩展业务的工作，意味集团正处于有利位置。</p>
汇丰控股英国举行股东会提问,https://news.10jqka.com.cn/m610834495/,中性,HK0005,汇丰控股,"<p>【财华社讯】<a data-code=""HSBC"" data-marketid=""169"" data-position=""stock.2"" href=""#*f:HSBC:sc*#"">汇丰控股</a>(00005-HK)今天于英国举行股东大会；早前汇丰控股亦曾在香港举行了非正式股东大会。两地股东大不同，香港小股东以“钱”为重，聚焦派息问题；英国股东则正气澟然，问题多围绕全球气候变化、人权、女性平等方面的问题；汇丰管理层对后者更难招架。<br/></p><p>汇丰控股(00005-HK)行政总裁范宁，于今天英国举行的股东大会上介绍，集团重点发展之一的中国珠三角市场，该地区是中国经济核心地区，人口达1700万人，本地生产总值1.5万亿美元，预期至2030年规模将相当于三倍。虽然全球部分地区的贸易壁垒有所提升，但亚洲地区则在下降，尤其是亚洲区内的低碳金融市场，将会是本世纪全球重点投资市场。</p><p>他重申，汇丰控股将保持2020年目标，将有形股本回报提升至11%。集团亦积极投资科技，让业务更便捷、简单、安全；至今45%的零售客户采用数码银行服务，30%的销售交易电子化进行。而员工对公司的满意程度也在提升，调查显示，2018年66%员工对在汇丰控股工作感到满意，于2017年只有64%。</p><p>集团主席杜嘉祺表示，2018年业绩维持业务稳健，其中第4季面对较为挑战的外围环境，整体而言去年保持盈利增长，以及取得较高的有形股本回报。他强调，于可见将来仍会继续保持持续性股息政策。</p><p>他形容今年环球市场不确定因素，较去年增加。中美贸易磨擦持续，但环球同时也带来新的机遇，例如泛亚太贸易协议的签订，美国与墨西哥的自由贸易协议的签订等；中国经济持续开放，尤其是在金融服务业对外开放，也带来发展机遇。此外，预期美国联储局于2019年将较为审慎。英国脱欧议程在未来一段时间会持续不明朗；不过汇丰控股已作好应对准备。</p><p>在股东大会上，股东就多项议题对向董事局提出质询，详情如下:</p><p> Q:汇丰控股在提供融资业务时，应考虑及项目是否有违人权、加速气候暖化。汇丰涉及190亿美元新融资贷款，投放到煤炭电厂项目上，对全球暖化构成风险。</p><p> A(主席杜嘉祺):我们开会时一直有考虑及这方面问题，汇丰对社区亦背负起责任。数日前集团发布的环境社会报告，便详细阐释集团在些方面的工作。</p><p> A(行政总裁范宁):这是全球重要问题，作出改善亦需要有时间过度，不可以即时全面停止采用煤炭发电。</p><p> Q:汇丰控股于孟加拉参与了煤炭发电厂项目的融资，该项目对当地造成污染。汇丰何时撤出该项目?</p><p> A(行政总裁范宁):当地仍然有很多市民未能享用电力，而除煤炭发电外，其他替代发电的选择较少；该项目采用高技术标准；转向清洁能源是需要时间发展。汇丰至今只在低收入国家参与了三项煤电厂项目融资。</p><p> Q:汇丰于巴西参与融资贷款的采矿项目发生意外，矿场的癈弃垃圾亦造成环球污染；请问汇丰控股有没有财务储备处理有关问题。</p><p> A(行政总裁范宁):对发生意外事件表示抱歉，会对事件先进行了解。</p><p> Q:汇丰对售买武器的以色列公司提供融资，能否停止有关行动?</p><p> A(主席杜嘉祺):世界环境越趋复杂，汇丰控股在评估业务上也有其价值原则，但不会有任何政治立场。</p><p> A(行政总裁范宁):汇丰内部的性别差距正在逐步收窄。于2012年女性晋身高级管理层所占比率为22%，于2018年已提升至28.2%，计划至2020年比率进一步升至30%。</p><p> A(主席杜嘉祺):于2018年汇丰控股董事局成员只有5名女性，占整体6%；计划至2020年增加至30%。</p><p> Q:汇丰控股派发股息只有现金股息，可否增加以股代息选择?</p><p> A(主席杜嘉祺):会跟专家商讨，若是合理，会乐于帮助。</p>"
滙丰控股 ：亚洲低碳金融市场为本世纪全球投资重点,https://news.10jqka.com.cn/m610832972/,中性,HK0005,汇丰控股,<p>【财华社讯】滙丰控股(00005-HK)行政总裁范宁，于今天在英国举行的股东大会上介绍，集团重点发展之一的中国珠三角市场，该地区是中国经济核心地区，人口达1700万人，本地生产总值1.5万亿美元，预期至2030年规模将相当于三倍。虽然全球部分地区的贸易壁垒有所提升，但亚洲地区则在下降，尤其是亚洲区內的低碳金融市场，将会是本世纪全球重点投资市场。<br/></p><p>集团主席杜嘉祺表示，2018年业绩维持业务稳健，其中第4季面对较为挑战的外围环境，整体而言去年保持盈利增长，以及取得较高的有形股本回报。他强调，集团于可见将来，仍会继续保持持续性股息政策。</p>
汇丰控股：亚洲低碳金融市场为本世纪全球投资重点,https://news.10jqka.com.cn/m610830602/,中性,HK0005,汇丰控股,"<p>【财华社讯】<a data-code=""HSBC"" data-marketid=""169"" data-position=""stock.2"" href=""#*f:HSBC:sc*#"">汇丰控股</a>(00005-HK)行政总裁范宁，于今天在英国举行的股东大会上介绍，集团重点发展之一的中国珠三角市场，该地区是中国经济核心地区，人口达1700万人，本地生产总值1.5万亿美元，预期至2030年规模将相当于三倍。虽然全球部分地区的贸易壁垒有所提升，但亚洲地区则在下降，尤其是亚洲区内的低碳金融市场，将会是本世纪全球重点投资市场。<br/></p><p>他重申，汇丰控股将保持2020年目标，将有形股本回报提升至11%。</p><p>集团主席杜嘉祺表示，2018年业绩维持业务稳健，其中第4季面对较为挑战的外围环境，整体而言去年保持盈利增长，以及取得较高的有形股本回报。他强调，集团于可见将来，仍会继续保持持续性股息政策。</p>"
汇丰控股折让5.09%发行1.41亿股代息股份,https://news.10jqka.com.cn/m610739919/,中性,HK0005,汇丰控股,<p>于2019年4月8日，该公司发行代息股份1.41亿股，发行价为每股6.1984英镑，较上一交易日收市价6.531英镑折让5.09%。</p>
汇控：将维持派息政策力求回馈股东和业务发展之平衡,https://news.10jqka.com.cn/m610681436/,中性,HK0005,汇丰控股,<p>【财华社讯】汇控(00005-HK)今日于香港举行香港股东非正式会议，汇丰集团主席杜嘉祺、行政总裁范宁，以及香港上海汇丰银行有限公司副主席兼行政总裁王冬胜、大中华区行政总裁黄碧娟出席。</p><p>汇丰此次股东非正式会议，预留整一个小时做股东登记，但直至股东会即将开始仍有大量股东在排队登记。</p><p>在股东会现场，多次被股东问及、最受关注的问题莫过于派息政策。公司今年2月公布2018年全年业绩时，宣派第四次股息0.21美元，令2018年全年派息合共达0.51美元，较2017年水平相若。有股东称自己全副身家用来投资汇控，公司股价由八九十元跌至现时六十多元，而派息政策过去多年未见有变化，被问及未来派息会否更加进取？范宁表示，公司的派息政策需要在创造收益回馈股东和预留资金用作公司业务发展进行平衡，又指用全部盈利用作派息对企业来说并非正确之事，未来公司期望维持这一稳定的派息政策。</p><p>有股东担忧英国脱欧对汇控业务造成冲击，范宁则指目前公司已经在巴黎设立了欧洲大陆的总部，可用来处理欧洲客户业务需求。他又指，英国脱欧或会影响金融市场的表现，但公司已做好准备应对。至于中美贸易摩擦，范宁认为期望能见到两国之间能达成一个好的解决方案。</p><p>汇丰此前因洗钱案向美国政府支付19亿美元高额罚款，随后亦有几起罚款事件，有股东质疑汇丰在业务合规方面工作是否有所欠缺。范宁则表示，公司有在顺应时代变化作出改变，虽然并非易事，但公司已渡过困难期，有信心未来可更好适应新的发展环境。</p><p>以下为股东会部分实录：Q1:我们股东期待了很久了，公司会否将总部搬回香港？</p><p>杜嘉祺：我们的总部仍然在英国，这个不会有改变，未来我们仍然会将总部设在英国。</p><p> Q2：之前汇丰被美国联邦法院罚得很厉害，公司在合规方面的问题好像很多，现在公司被处罚的可能性会变的小一些吗？</p><p>范宁：我们之前的确在美国被罚了19亿美元。在那之后我们改变了很多方面的工作，包括我们在建立银行往来关系前搜集客户信息资料方面的工作，我们需要在很短的时间里做这些工作，这对我们和股东都不是一件容易的事情。我们正在改变，因为我们所处的环境也正在变化。我们对这些感到非常抱歉。我们十分有信心我们的这一改变可以适应新环境变化，相信我们的客户体验也在不断提升。我们有过一段困难期，但我们现在度过了。</p><p> Q3：汇丰股价从以前的八九十元，跌到现在六十多元，而派息过去这么多年都几乎没有变化，公司以后派息会否进取一点？</p><p>范宁：我们的派息政策方面需要平衡我们创收赚钱能力回馈股东和预留资金用作投资于公司业务未来的增长。我们会维持这一稳定派息政策，我们也会保持足够的资金用做业务发展。若将所有资本用于派息是一个错误的决定。</p><p>范宁：现阶段我们没有这个增持计划。</p><p> Q5：英国脱欧悬而未决，公司在脱欧方面的部署有无应对办法？</p><p>范宁：我们在这方面已经开始部署，我们已经在巴黎有一个欧洲大陆的总部，所以我们可以解决我们欧洲客户的业务需求。至于英国脱欧对我们造成的风险，脱欧可能造成金融业表现变差，但英国脱欧的第一阶段我们已经开始做好准备了，我们有能力照应好我们的客户，但也需要不断思考未来如何应对。</p>
汇丰董事长：没有搬迁总部计划 未来总部仍留在英国,https://news.10jqka.com.cn/m610673120/,中性,HK0005,汇丰控股,
港股收评：恒指剑指30000点整数关口 创去年6月19日以来新高,https://news.10jqka.com.cn/m610645242/,利好,HK0005,汇丰控股,<p>中信策略表示：4月下旬左右，A股在区间底部料将迎来今年第二轮上涨的最佳买点；方正策略认为：4月份迎来第二波反弹的布局期；兴证策略张忆东表示：看多4月，行情转向基本面驱动和机构资金驱动。</p><p>华盛证券高级分析师 Louis ：美股早日在中美制造业数据利好的情况下急升，根据股市的走势，反映投资者对数据是乐观的。而传统的银行股亦先行上升，并带动其他板块跟随造好上升。昨日的长期债券息率也见上升，亦反映出资金再由债券市场撤走而进入股票市场。相信投资者也是借势跟进。因为数据仅个别理想，并非全面利好，因此要小心留意。</p><p>港股上午收升254点，午后续维持升势，在高位徘徊。恒指高见29998，最多升374点。在连升多日后，再创近10个月新高。经沪深港通流入资金，连续3日累计超过65亿元。短期内定可继续支持港股在近高位企稳。是日的急升，仅借助(700)腾讯的突然利好消息。而近日的好消息都已差不多，再加上近高位，已稍见压力，也相信大市短期内需要调整。但估计幅度不会太大，如以中短期为目标，可以先沽货获利，再等待机会买入。</p><p>内地春节过后，一二线城市北京、上海、广州及深圳等之房地产成交有见增加。在3月下旬的两个星期内，成交量急增近3成。主要为首次置业和有换楼需求的买家主动出击。因近日推出的税务减省和房贷利率亦有下降等。造就买家立即停止观望犹豫的心态，加速追购房地产物素。午后上证、深证及创业板持续造好，并扩大升幅，上证更冲上3200，高见3219，齐以近高位收市。唯两市成交减少至万亿元人民币以下。</p>
汇丰控股将于4月8日派发第四次股息每股0.21美元,https://news.10jqka.com.cn/m610460303/,中性,HK0005,汇丰控股,<p>日已登记在英国主要股东名册、香港海外股东分册或百慕达海外股东分册上的股东。此项股息将以美元、英镑或港元，或该3种货币组合的现金分派，并附有以股代息选择。</p>
