title,url,label_property,code,company,article
九号运通(00009)拟6500万港元出售博世控股19%股权,https://news.10jqka.com.cn/m603613972/,利好,HK0009,九号运通,<p>Limited出售目标公司博世控股有限公司19%股权，代价为6500万港元。</p><p>目标集团主要于中国向房地产开发商提供顾问及市场推广服务，其于2016年度及2017年度分别溢利393.1万港元及364.2万港元。</p>
九号运通(00009.HK)预计2017年度亏损扩大20%至3.95亿港元,https://news.10jqka.com.cn/m603524600/,利空,HK0009,九号运通,
九号运通(00009.HK)发行1500万美元以东海金融为受益人票据  利息5%,https://news.10jqka.com.cn/m603375521/,利好,HK0009,九号运通,<p>据悉，该票据相当于约1.17亿港元，利息5%，配售费用为票据金额5%，用作公司一般营运资金。</p>
九号运通(00009)拟出资1.9亿元管理合伙企业以开发江苏房地产项目,https://news.10jqka.com.cn/m602945972/,利好,HK0009,九号运通,<p>同日，南京金高与成都中发订立贷款协议，据此，南京金高已同意自2018年2月9日起可向成都中发提供免息贷款人民币1.9亿元，为期两年，以为合伙企业资本出资提供资金。贷款并无抵押。</p><p>公告称，合伙企业的资本承担总额为人民币11.501亿元，东源汇信、东兴投资、东兴投资、金业长丰及成都中发分别出资占0.01%、36.52%、34.78%、12.17%及16.52%。</p><p>董事局获告知，国厚金融(作为债权人)与(其中包括)江苏万宝就江苏万宝的债务重组将订立债务重组协议。</p><p>于2018年2月8日，合伙企业与国厚金融订立投资谘询协议，据此，合伙企业将委聘国厚金融于该日期起计不多于两年内提供咨询服务，而倘债务重组协议项下全部债项已全数提前偿还，则投资咨询协议将于该提前偿还时提前终止。第一年及第二年的咨询费将为人民币343.5万元，相当于第二年初债务重组协议下当时未偿还债务的3‰。</p><p>据悉，合伙企业指上海嘉贯添祁投资中心(有限合伙)，房地产项目位于江苏市吴江区，并毗邻巴士站及地铁站。由于中国房地产市场呈现景气势头，预期房地产项目将产生可观收益及溢利，而合伙企业将从中获益，原因为合伙企业有权收取债务的固定回报及相等于江苏万宝产生净利润的20%的浮动收益。根据有限合伙协议，该集团有权于分配后获得合伙企业的其余部分，这使该集团能够享有江苏万宝未来财务业绩的上行潜力。</p>
九号运通(00009)授出9884.65万份购股权 行使价溢价4.9%,https://news.10jqka.com.cn/m602624768/,利好,HK0009,九号运通,
中国优通(06168)出售3.32亿股九号运通(00009)股份 净赚806万港元,https://news.10jqka.com.cn/m601637552/,利好,HK0009,九号运通,<p>于2017年11月17日，九号运通及要约人刊发联合公告，有关要约人宣布股份要约的条件已获达成及股份要约已于一切方面成为无条件。</p><p>此外，由于出售事项，该集团预期将确认约806万港元溢利。</p>
港股异动︱九号运通(00009)获主要股东溢价提要约 复牌涨近一成,https://news.10jqka.com.cn/m600589805/,利好,HK0009,九号运通,<p>九号运通(00009)获主要股东溢价提自愿现金要约，今日复牌股价高开逾17%见0.3港元。截至10时42分，升幅收窄至9.8%，报价0.28港元，成交额为1169万港元。</p><p>九号运通获主要股东朱柏衡(要约人)，以现金代价每股0.27港元(较停牌前收市价0.255港元溢价约5.88%)提出股份要约，计及购股权及可换股票据后，要约价值最高为6.985亿港元。</p><p>要约人为执行董事钱凌玲之子，要约人无意行使任何权力以强制收购，并拟于要约结束后维持股份的上市地位。</p>
九号运通(00009)获主要股东溢价5.88%提自愿现金要约 9月25日复牌,https://news.10jqka.com.cn/m600584741/,利好,HK0009,九号运通,<p>Limited提出股份要约、可换股票据要约及购股权要约，股份要约每股现金0.27港元，较9月18日的收市价每股0.255港元溢价约5.88%;可换股票据要约，每份面值1000万港元的可换股票据现金337.5万港元;购股权要约;注销每份购股权现金0.01港元。</p><p>公告日期，要约人及其一致行动人士共同持有约6.42亿股公司股份，占公司已发行股本约21.67%;要约人概无持有任何可换股票据及任何购股权。目前，公司尚未转换可换股票据约1.67亿港元，可按每股0.80港元悉数转换约2.086亿股新股份;尚未行使购股权5558.02万份。</p><p>假设所有购股权及可换股票据获悉数行使;及公司已发行股本截至该等要约结束时概无任何其他变动，则有合共约25.87亿股要约股份，因此要约应付最高现金代价约6.985亿港元。</p><p>公告显示，要约人，由朱柏衡全资拥有。要约人自其注册成立以来并无进行任何业务及并无任何重大资产。朱柏衡，27岁，乃执行董事钱凌玲之子，2013年5月英属哥伦比亚大学取得文学士学位，职业生涯始于担任上海华沪金瑞股权投资基金管理有限公司的主任，该公司主要从事基金管理，其后担任南京金高房地产开发有限公司的总裁助理。自2017年7月起，彼于公司担任总裁助理。</p><p>该等要约结束后，要约人将检讨集团的业务，其中包括集团与其分销商及供应商的关系、产品组合、资产、公司及组织架构、资本化、营运、政策、管理及人员，以考虑及决定在长远及短期属必要、适当或可行的变动(如有)，从而最佳地组织及优化集团的业务及营运。要约人计划集团业务营运将大致维持现状。然而，要约人保留权利对集团的业务及营运作出任何其认为必要或适当的变动。</p><p>应公司要求，股份已自2017年9月19日上午九时起停牌，以待发出此公告。公司已向联交所申请自2017年9月25日上午九时复牌。</p>
九号运通(00009)上半年亏损增加7.14倍至2.21亿港元,https://news.10jqka.com.cn/m600158355/,利空,HK0009,九号运通,<p>此外，公司拥有人应占亏损达2.21亿港元，同比增加7.14倍;每股基本亏损8.93港仙，不派中期股息。</p>
九号运通(00009)预期2017年上半年股东应占亏损2.21亿港元,https://news.10jqka.com.cn/m599840224/,利空,HK0009,九号运通,<p>亏损的扩大主要由于联营公司投资确认减值亏损约1.06亿港元;发展中物业确认价值撇减约6300万港元;及持作销售物业确认价值撇减约1700万港元。</p>
