title,url,ctime,label_type,label_property,label_article,code,company,industry
光环新网2018年净利润升53.13%至6.67亿元 拟10派0.2元,https://news.10jqka.com.cn/m610906625/,1555488528,新闻,中性,"50006702_业绩上升,50002984_光环新网",300383,光环新网,云服务(含IDC、CDN)
财报速递：光环新网一季度净利1.95亿 同比增长41%,https://news.10jqka.com.cn/m610906582/,1555488143,新闻,,50000272_定期报告,300383,光环新网,云服务(含IDC、CDN)
财报速递：光环新网去年全年净利6.67亿 同比增长53%,https://news.10jqka.com.cn/m610906580/,1555488140,新闻,,50000272_定期报告,300383,光环新网,云服务(含IDC、CDN)
工信部再发文加速IPv6落地 5G物联网亟需海量IP,https://news.10jqka.com.cn/m610901969/,1555480528,新闻,中性,"50010749_IPv6网络,50012512_5G概念",300383,光环新网,云服务(含IDC、CDN)
华泰证券：重申5G为通信行业今年最确定投资主线,https://news.10jqka.com.cn/m610895435/,1555460243,新闻,中性,50012512_5G概念,300383,光环新网,云服务(含IDC、CDN)
工信部：促进IPv6在工业互联网、物联网等新兴领域中应用创新,https://news.10jqka.com.cn/m610872373/,1555390113,新闻,利好,"50010749_IPv6网络,50019475_工业互联网",300383,光环新网,云服务(含IDC、CDN)
【提前看】30日公告精选：运达股份中标重大项目 药明康德股东拟减持不超11.93%股份,http://t.10jqka.com.cn/m/zhibo/pid_105876208.shtml,1556630575,新闻,中性,"50000273_重大合同,50000015_股东减持",300384,三联虹普,整体工程技术解决方案
三联虹普：签5.85亿元重大合同 占2018年营收94%,https://news.10jqka.com.cn/m611174361/,1556616365,新闻,中性,"50002985_三联虹普,50000273_重大合同",300384,三联虹普,整体工程技术解决方案
冰火两重天 业绩增长股逆势上扬！,https://news.10jqka.com.cn/m611171560/,1556612048,推广,,,300384,三联虹普,整体工程技术解决方案
三联虹普(300384)04月30日14:30大单揭秘,https://news.10jqka.com.cn/m611168995/,1556606659,新闻,,50008101_大单揭秘,300384,三联虹普,整体工程技术解决方案
主业订单稳步落地，天丝打开成长空间,https://news.10jqka.com.cn/m19104267_sr/,1556422202,研报,,,300384,三联虹普,整体工程技术解决方案
三联虹普(04月26日)现大宗交易,https://news.10jqka.com.cn/m611108416/,1556272821,新闻,,50004785_大宗交易,300384,三联虹普,整体工程技术解决方案
创新驱动下游多行业拓展，切入工业互联网解决方案和数据服务,https://news.10jqka.com.cn/m19066077_sr/,1556270297,研报,,,300384,三联虹普,整体工程技术解决方案
三联虹普：2018年年度报告摘要,https://news.10jqka.com.cn/tapp/notice.html#seq=18956353,1556121602,公告,,,300384,三联虹普,整体工程技术解决方案
三联虹普：2018年年度报告,https://news.10jqka.com.cn/tapp/notice.html#seq=18956369,1556121602,公告,,,300384,三联虹普,整体工程技术解决方案
三联虹普：2019年第一季度报告全文,https://news.10jqka.com.cn/tapp/notice.html#seq=18956373,1556121602,公告,,,300384,三联虹普,整体工程技术解决方案
三联虹普：关于2018年度利润分配预案的公告,https://news.10jqka.com.cn/tapp/notice.html#seq=18956383,1556121602,公告,,,300384,三联虹普,整体工程技术解决方案
