title,url,label_property,code,company,article
会德丰：2019年香港楼市不易看清 上上下下不奇怪,https://news.10jqka.com.cn/m610202262/,中性,HK0020,会德丰,<p>据观点地产新媒体了解，主席兼常务董事吴宗权表示，今年香港楼市不太容易看清。年初的时候市场比较淡，但是最近又有些回暖。</p><p>他指出，最终还是要看香港的经济发展情况，同时要看中美贸易战的结果，另一方面，美元利率又处于稳定，所以全年楼市上上下下也并不是很奇怪。</p><p>他表示，会德丰会比较审慎，投地也会以市价，选择性去看。</p>
会德丰于乐琳：会德丰地产（新加坡）将于新加坡交易所除牌,https://news.10jqka.com.cn/m610199132/,中性,HK0020,会德丰,<p>会上，集团助理投资关系经理于乐琳对智通财经APP表示，截至2019年3月，会德丰土地储备690万平方尺，2018年初以来，共购入4块优质住宅地，分别位于启德及九龙塘。</p><p>除此之外，会德丰地产(新加坡)将于新加坡交易所除牌，集团目前拥有会德丰地产(新加坡)已发行股份总数的98.9%。</p><p>集团主席兼常务董事吴宗权先生还表示，投资方面，未来集团也会考虑海航、港铁的土地。</p>
会德丰2018年股东应占利润同比下滑16%至172.39亿港元 每股派1.05元,https://news.10jqka.com.cn/m610193425/,利空,HK0020,会德丰,<p>公告称，净利下滑是由于来自2017年出售投资物业8BAY EAST的非经常性收益及年内重新分类一间联营公司而产生的亏损，这又因集团基础盈利增加而被局部抵销;若不计入投资物业重估收益及特殊项目，基础盈利增长9%至132亿元。</p><p>公告显示，截至2018年12月会德丰旗下管理的土地储备为630万平方尺。若计入12月后购入的启德住宅用地，土地储备已增至690万平方尺。</p>
会德丰指海航转让启德地皮成交价只属市价,https://news.10jqka.com.cn/m609711262/,中性,HK0020,会德丰,<p>会德丰副主席梁志坚表示，不能视成交价为“抵买”，因为集团要赶工追上土地发展期限，有机会面对政府罚款，计及有关成本，今次成交价只属市价。他指，计划投资过百亿元发展，认为该地皮有邻近港铁站的好处，启德区的发展前景亦对楼盘有利。</p>
会德丰：2019年超2400单位可售 启德地块将投资过百亿,https://news.10jqka.com.cn/m609702443/,中性,HK0020,会德丰,<p>至于2019年的计划，梁志坚称集团今年有约2400至2500个单位可供出售，其中包括将军澳“日出康城”第7期项目、观塘茜发道项目，以及山顶道77号项目。</p><p>同时，梁志坚还提到此前集团以近70亿港元向海航购入的启德地皮。</p><p>梁志坚预期，加上建筑费及利息开支等后，会德丰在该项目的投资额将超过一百亿港元。</p>
海航将以74.4亿港元将启德地块出售给会德丰,https://m.jiemian.com/article/2844048.html,中性,HK0020,会德丰,<p>南华早报消息，海航将以74.4亿港元将启德地块出售给会德丰。</p>
海航告别香港地产开发 欲售最后一幅地块,https://m.jiemian.com/article/2828306.html,利空,HK0020,会德丰,<p>海航要彻底告别海外地产开发了。</p><p>近日有港媒爆出，海航正计划考虑出售目前所持有的最后一幅启德地块。如该地块最终被摆上货架，意味着海航早前投入272亿港元巨资拿下的香港启德地块，将被悉数出售，就此退出香港地产开发市场。</p><p>这幅最后剩余的地块位于启德第1L区第2号，2017年3月被海航旗下的香港国际建设下属公司，以74.425亿港元拿下，地价仅次于海航启德4幅地块中的九龙“地王”，同时也是海航在启德获取的最后一幅地块。</p><p>拍下这幅地块后，海航当时在启德地块上的投入已达到272亿港元，但仅仅8个月后，便传出海航的启德“地王”出现贷款延期的消息。</p><p>从2018年2月起，海航的启德地块陆续被售出。首先接盘的是香港恒基兆业，以159.59亿港元的价格接下启德6565号地和6562号地，而两幅地块买入价为142.5亿港元，海航实际只赚了17亿港币差价，售价仅上浮10%。</p><p>不到一个月，另一家香港地产商会德丰便公告称、以63.6亿港元买下启德1L区1号地块，而海航拿下地块的成本则是55.3亿港元，第三块地赚了8.3亿港元，三幅地一共出售盈利25.3亿港元。当时海航正面临各方面的资金危机，因此以低盈利售出被看作是急于资金回流的表现。</p><p>去年5月，在海航频繁出售资产的时刻，曾传出正计划开发所持有的最后一幅启德地块，即上述计划出售地块，并为此曾计划筹措近50亿港元资金，预计开发700间单位，并在今年9月上市出售。不过从有考虑出售的表现来看，这一自行开发的计划很可能已经中止，但目前尚不明确该幅地块报价。</p><p>如果该幅地块最终被出售，则海航旗下的香港国际建设在香港已无地块可开发，很有可能将就此退出香港地产开发市场。</p><p>这也符合海航过去一年对业务板块坚决调整的策略。海航早前已将大本营海口的大部分住宅开发项目，陆续转让给包括富力、融创等在内的其他开发企业，写字楼、商业也有保利等企业接手。而在北京、上海等城市的物业资产，也被纳入资产包寻求合适买家。</p><p>去年11月，在出售百亿规模的资产后，海航地产被更名为海南岛临空产业集团，被纳入海航物流板块，虽然保留房地产投资开发，但主要依托产业园开发临空产业园和通航小镇，彻底“去地产化”，住宅开发不复存在。</p><p>在同月早些时间，海航集团董事长陈峰表示海航将“聚焦航空主业，剥离非主业业务”的要求，同时在已经处置近3000亿元资产的基础上，今年还将出售约3000亿元资产。在此时出售启德最后一幅地块，也符合海航聚焦主业的要求。</p><p>除了现有的地块外，海航在今年1月份的一场推介会上，还将主要负责金融资产的渤海人寿股权也一并推荐出售，另外还有8家酒店和其他地产项目，以及成都一处商业园区。可见海航“卖卖卖”的脚步还将持续下去。</p>
招银国际：会德丰上周升破颈线 予短期目标价52港元,https://news.10jqka.com.cn/m609203634/,中性,HK0020,会德丰,<p>该行认为，近期美国联储局官员言论偏“鸽”，加息预期下降，估计香港今年加息幅度相当有限，有利香港地产股。会德丰(00020)过往主要透过子公司九龙仓(00004)及自身持有投资物业，近年积极转型为物业发展商，卖楼收益增长可观，2018年上半年住宅物业已签约销售额同比增加131%至234亿港元，已预售未入账销售额大增243%至302亿港元。今年将有三个新盘推售，合共逾3100个单位。</p><p>另外，公司亦极积出售部份投资物业套现，例如2017年10月以90亿港元出售观塘海滨道商厦，2018</p><p>年10月以33.8亿港元出售将军澳南三个商场。收租股之股价对资产净值折让通常较高，转型为发展商可望享较高估值。会德丰目前之市账率仅0.39倍，低于近十年中位数0.47倍，有向上重估空间。</p><p>行情来源：老虎证券</p>
会德丰副主席兼执董梁志坚减持5万股,https://news.10jqka.com.cn/m608667503/,利空,HK0020,会德丰,
今年会德丰累售约2100伙住宅 总套现逾280亿港元,https://news.10jqka.com.cn/m608194486/,利空,HK0020,会德丰,<p>房讯网讯：会德丰地产常务董事黄光耀于日前表示，连同合作项目，本年至今累售2103个住宅单位及457个车位，套现逾252亿港元。</p><p>据悉，若连同非住宅物业套现的32亿港元，会德丰今年至今已合共套逾280亿港元，创集团新高。</p><p>会德丰今年累售业绩主要来自将军澳日出康城MALIBU及山顶Mount Nicholson等，总套现约250亿港元。</p><p>此前黄光耀曾于10月份表示，今年尚余约两个月，估计旗下新盘陆续有成交，有信心全年套现金额可达300亿元再登顶。</p><p>此外，会德丰明年预计部署3盘共涉逾2100伙发售，其中将军澳日出康城第7期的首期发展将作为上半年的主要楼盘推出。</p>
