title,url,ctime,label_type,label_property,label_article,code,company,industry
新零售板块重返风口 12只龙头股迎布局良机,https://news.10jqka.com.cn/m602047638/,1513283752,新闻,利好,,600838,上海九百,百货
新零售概念股最新业绩透析：概念意味浓 新业务影响难觅踪迹,https://news.10jqka.com.cn/m601082945/,1508851487,新闻,,,600838,上海九百,百货
12家零售业上市公司披露三季报 超八成净利同比增长,https://news.10jqka.com.cn/m600998769/,1508690728,新闻,利好,,600838,上海九百,百货
财报速递：上海九百前三季度净利7253万 同比下降55%,https://news.10jqka.com.cn/m600883917/,1508322318,新闻,,,600838,上海九百,百货
财报速递：上海九百半年度净利5001万 同比下降65%,https://news.10jqka.com.cn/m600153417/,1504004087,新闻,,,600838,上海九百,百货
上海九百10派1.37元 股权登记日为8月22日,https://news.10jqka.com.cn/m599633716/,1502795722,新闻,,,600838,上海九百,百货
立信会计师事务所被罚余波：新业务被冻结 逾10家上市公司不谈续聘,https://news.10jqka.com.cn/m598960587/,1498152117,新闻,,,600838,上海九百,百货
消费升级催热新零售板块 行业龙头股有望受益,https://news.10jqka.com.cn/m598734222/,1496269215,新闻,,,600838,上海九百,百货
3只精选个股获明星营业部买入 一股成功率达90%,https://news.10jqka.com.cn/m598732107/,1496225431,新闻,,,600838,上海九百,百货
阿里入股联华超市引暴涨 这些股票或受益走一波（股）,https://news.10jqka.com.cn/m598719263/,1496106671,新闻,,,600838,上海九百,百货
财报速递：上海九百一季度净利2210万 同比增长24%,https://news.10jqka.com.cn/m598295241/,1493340904,新闻,,,600838,上海九百,百货
题材空档期 创投概念股东山再起！,https://news.10jqka.com.cn/m611171575/,1556612225,推广,,,600839,四川长虹,电视机
四川长虹(600839)04月30日14:30大单揭秘,https://news.10jqka.com.cn/m611169815/,1556606754,新闻,,50008101_大单揭秘,600839,四川长虹,电视机
四川长虹:2019-04-29融资融券明细,https://news.10jqka.com.cn/m611161975/,1556584918,新闻,,50004786_融资融券,600839,四川长虹,电视机
加大研发投入力度 四川长虹逆势增长,https://news.10jqka.com.cn/m611161371/,1556582442,新闻,利好,"50003972_四川长虹,50009459_彩电",600839,四川长虹,电视机
四川长虹陷“增收不增利”发展怪圈 电视业务占总营收已不足两成,https://news.10jqka.com.cn/m611125482/,1556497615,新闻,利空,,600839,四川长虹,电视机
