title,url,ctime,label_type,label_property,label_article,code,company,industry
泛在电力物联网建设大幕拉开 机构看好4只年报预喜股,https://news.10jqka.com.cn/m610265470/,1552566818,新闻,中性,"50037428_电力物联网,50000261_业绩预增",002063,远光软件,行业应用软件
中国银河国际：科技行业新基建“泛在电力物联网”,https://news.10jqka.com.cn/m610265471/,1552566818,新闻,中性,"50037428_电力物联网,50006186_基础设施建设",002063,远光软件,行业应用软件
3.14龙虎榜复盘：机构、游资比拼“跑得快”,http://t.10jqka.com.cn/m/zhibo/pid_103314254.shtml,1552558126,新闻,中性,"50004784_龙虎榜,50010474_游资",002063,远光软件,行业应用软件
3.13龙虎榜复盘：机构撤离 游资博弈,http://t.10jqka.com.cn/m/zhibo/pid_103242198.shtml,1552471381,新闻,中性,"50004784_龙虎榜,50010458_仓位",002063,远光软件,行业应用软件
爆火！ 带“电”的股票都涨停了？ “泛在电力物联网”成超级风口,https://mp.weixin.qq.com/s?__biz=MTU1OTI4NDM4MQ==&mid=2651864072&idx=1&sn=23cb809220df3011d67985f820681c28&chksm=6f2ba1fa585c28ec6d11e0ea1726edfcc79f13bb1faf898e3b39d1eba3a1c03501afa3caf8db&scene=0&xtrack=1,1552436488,新闻,中性,"50000381_物联网,50001045_电力业",002063,远光软件,行业应用软件
泛在电力物联网建设提速 拉动电网信息化与智能化建设——国网召开泛在电力物联网建设工作部署会议点评,https://mp.weixin.qq.com/s?__biz=MzA4MzQ4NDYwNg==&mid=2651720905&idx=4&sn=9b234e6db027f53e42e478af7bea3b9e&chksm=840f6618b378ef0ee039d22445c2d5d2b2d4c45739a60809b6d8021696b27b2df25d64be1494&scene=0&xtrack=1,1552436100,新闻,中性,"50001045_电力业,50001047_智能电网",002063,远光软件,行业应用软件
泛在电力物联网建设带来投资机会,https://news.10jqka.com.cn/m610207867/,1552431426,新闻,中性,"50037428_电力物联网,50009695_投资机会",002063,远光软件,行业应用软件
【超级大单】24股特大单净流入超2亿元 中国联通净流入最多,http://t.10jqka.com.cn/m/zhibo/pid_103182124.shtml,1552402345,新闻,中性,"50003291_中国联通,50007767_大单资金",002063,远光软件,行业应用软件
最近批量涨停的电力物联网到底是啥？,http://t.10jqka.com.cn/m/zhibo/pid_103177805.shtml,1552397252,新闻,中性,"50000381_物联网,50000098_涨停",002063,远光软件,行业应用软件
“泛在电力物联网”引爆市场   多家公司回应进展,https://news.10jqka.com.cn/m610198882/,1552379685,新闻,中性,"50037428_电力物联网,50001045_电力业",002063,远光软件,行业应用软件
满屏涨停板！横空出世的“泛在电力物联网”到底是个啥 连董明珠都说不会缺席,https://news.10jqka.com.cn/m610198796/,1552378946,新闻,中性,"50037428_电力物联网,50000098_涨停",002063,远光软件,行业应用软件
民生证券：三方向挖掘泛在电力物联网投资机会,https://news.10jqka.com.cn/m610198463/,1552377344,新闻,中性,"50037428_电力物联网,50019277_民生证券",002063,远光软件,行业应用软件
信息科技：边缘计算荐10股,https://news.10jqka.com.cn/m610193833/,1552370861,新闻,中性,"50013350_边缘计算,50006186_基础设施建设",002063,远光软件,行业应用软件
新时代证券：《泛在电力物联网建设大纲》发布 电力IT公司望受益,https://news.10jqka.com.cn/m610189144/,1552357972,新闻,利好,"50037428_电力物联网,50001045_电力业",002063,远光软件,行业应用软件
三大股指集体高开 泛在电力物联网概念股开盘强势,https://news.10jqka.com.cn/m610188498/,1552354030,新闻,,"50037428_电力物联网,50006669_高开",002063,远光软件,行业应用软件
一石激起千层浪！“泛在电力物联网”到底是啥？三类企业或值得关注,https://news.10jqka.com.cn/m610188026/,1552351966,新闻,中性,"50037428_电力物联网,50001045_电力业",002063,远光软件,行业应用软件
泛在电力物联网：确定主题共振 持续业绩驱动,https://mp.weixin.qq.com/s?__biz=MzUzNTE3NDMwNw==&mid=2247491574&idx=5&sn=a656ae693bafcfc787cee3aac3c6bc09&chksm=fa88d23acdff5b2c8359b7563a44c73487bc5e214dd7721e30151e53b45db9e1a88e468e8f0c&scene=0&xtrack=1,1552350162,新闻,利好,"50001045_电力业,50037428_电力物联网",002063,远光软件,行业应用软件
泛在电力物联网系列：泛在电力物联网建设号角吹响,https://mp.weixin.qq.com/s?__biz=MzAxMzAyMzI4NQ==&mid=2459217146&idx=3&sn=135b15f0a54bb4a3a360650afc8a323d&chksm=8cc8eda0bbbf64b61e7cd563f2b3934a71f2370e5d52f36bf55f230db4b018f9bd7516634a8e&scene=0&xtrack=1,1552347289,新闻,中性,"50037428_电力物联网,50001045_电力业",002063,远光软件,行业应用软件
泛在电力物联网建设提速 概念股获券商青睐,https://news.10jqka.com.cn/m610186492/,1552346992,新闻,利好,"50000381_物联网,50001045_电力业",002063,远光软件,行业应用软件
