title,url,ctime,label_type,label_property,label_article,code,company,industry
深南股份：公司未来主要发展方向为大数据信息服务业及具有协调效应的相关业务,https://news.10jqka.com.cn/m610601639/,1554112928,新闻,中性,"50018621_信息服务,50002153_深南股份",002417,深南股份,通信配套服务
深南股份：公司目前主要业务是大数据信息服务业务,https://news.10jqka.com.cn/m610597131/,1554105907,新闻,中性,"50018621_信息服务,50007505_大数据",002417,深南股份,通信配套服务
逾六成披露年报公司筹码趋向集中70家公司股东户数降幅超10%,https://news.10jqka.com.cn/m610521542/,1553728487,新闻,中性,"50006202_股东人数,50000428_年度报告",002417,深南股份,通信配套服务
646份年报逾六成公司筹码趋向集中 70只个股股东户数降幅超10%,https://news.10jqka.com.cn/m610520931/,1553698789,新闻,中性,"50006202_股东人数,50000428_年度报告",002417,深南股份,通信配套服务
A股版的“大师在流浪 小丑在殿堂”正在上演,https://news.10jqka.com.cn/m610476905/,1553592422,新闻,中性,"50010488_A股市场,50031991_科创板",002417,深南股份,通信配套服务
涨停股揭秘：苹果将推流媒体视频服务，进军流媒体市场 深南股份封涨停,https://news.10jqka.com.cn/m610463365/,1553566899,新闻,,50000091_涨停股揭秘,002417,深南股份,通信配套服务
4500亿网贷平台宣告清盘 红岭创投周世平详谈退出计划 为何总是“自爆负面”,https://news.10jqka.com.cn/m610427061/,1553431559,新闻,利空,"50006883_红岭创投,50007667_P2P概念",002417,深南股份,通信配套服务
深南股份：2018年年度报告摘要,https://news.10jqka.com.cn/tapp/notice.html#seq=18420537,1553270400,公告,,,002417,深南股份,通信配套服务
深南股份：关于使用自有资金进行投资理财的公告,https://news.10jqka.com.cn/tapp/notice.html#seq=18420609,1553270400,公告,,,002417,深南股份,通信配套服务
公告解读：深南股份去年全年亏损4906.78万,https://news.10jqka.com.cn/m610424379/,1553263324,新闻,,50000272_定期报告,002417,深南股份,通信配套服务
深南股份2018年年度董事会经营评述,https://news.10jqka.com.cn/m610424372/,1553263296,新闻,,"50019237_经营评述,50002153_深南股份",002417,深南股份,通信配套服务
深南股份预计2019年一季度亏损0.0至150.0万,https://news.10jqka.com.cn/m610424070/,1553259671,新闻,,"50000262_业绩预亏,50002153_深南股份",002417,深南股份,通信配套服务
清仓式减持频现 407家公司股东拟减持逾900亿元,https://news.10jqka.com.cn/m610207747/,1552430667,新闻,利空,"50000015_股东减持,50006555_清仓式减持",002417,深南股份,通信配套服务
900亿大减持来了！大股东扎堆减持 股价却涨得让你怀疑人生,https://news.10jqka.com.cn/m610207243/,1552398339,新闻,利空,"50000015_股东减持,50006555_清仓式减持",002417,深南股份,通信配套服务
深南股份(03月05日)现大宗交易,https://news.10jqka.com.cn/m610068221/,1551780028,新闻,,50004785_大宗交易,002417,深南股份,通信配套服务
涨停股揭秘：习总要求深化金融供给侧改革 深南股份封涨停,https://news.10jqka.com.cn/m609889187/,1551080336,新闻,,50000091_涨停股揭秘,002417,深南股份,通信配套服务
深南股份：股东拟减持不超1.48%股份,https://news.10jqka.com.cn/m609571557/,1548933768,新闻,利空,"50000015_股东减持,50002153_深南股份",002417,深南股份,通信配套服务
陈开颜辞任深南股份副总经理一职 仍担任公司董事职务,https://news.10jqka.com.cn/m609378516/,1548157381,新闻,利空,"50000610_董事变更,50002153_深南股份",002417,深南股份,通信配套服务
深南股份预计2018年全年亏损4000.0万至5000.0万,https://news.10jqka.com.cn/m609376549/,1548154933,新闻,,"50002153_深南股份,50000262_业绩预亏",002417,深南股份,通信配套服务
国家放宽QFII总额度翻倍至3000亿美元 外资又要抄到大底？,http://t.10jqka.com.cn/m/zhibo/pid_101409545.shtml,1547537655,新闻,热门,"50005578_QFII基金,50006213_美元(USD)",002417,深南股份,通信配套服务
深南股份将于1月14日解禁3600.0万股,https://news.10jqka.com.cn/m609113537/,1546956114,新闻,,"50015854_股份解禁,50002153_深南股份",002417,深南股份,通信配套服务
5G概念再演涨停潮 东方财富一营业部深度介入,https://news.10jqka.com.cn/m608893938/,1545780759,新闻,中性,,002417,深南股份,通信配套服务
涨停股揭秘：创投板块再次回暖深南电路封板 深南股份封涨停,https://news.10jqka.com.cn/m608880366/,1545722178,新闻,,,002417,深南股份,通信配套服务
外围暴跌传导A股 投资者不可麻痹的建仓窗口,http://t.10jqka.com.cn/m/zhibo/pid_.shtml,1545721371,新闻,中性,,002417,深南股份,通信配套服务
优化产业结构 深南股份拟220万元转让亏损子公司减负,https://news.10jqka.com.cn/m608870719/,1545702804,新闻,利空,,002417,深南股份,通信配套服务
深南股份千万应收账款一折卖予大股东,http://www.bjnews.com.cn/finance/2018/12/24/533251.html,1545635726,新闻,中性,,002417,深南股份,通信配套服务
