世房：2019销售目标为2100亿元 三年后拆分物业上市,https://news.10jqka.com.cn/m610482741/,1553597177,新闻,中性,"50023105_世茂房地产,50001227_房地产",HK0813,世茂房地产,房地产
许世坛：收购南昌项目只是开始 与泰禾将展开战略合作,https://m.jiemian.com/article/2984654.html,1553597146,新闻,中性,"50000445_资产收购,50007616_战略合作",HK0813,世茂房地产,房地产
世茂房地产：核心利润117.3亿同比增25.3% 对2019年市场持乐观态度,https://news.10jqka.com.cn/m610478532/,1553593803,新闻,中性,"50023105_世茂房地产,50001227_房地产",HK0813,世茂房地产,房地产
北京京客隆首季股东应占净利润减少2.53%至2504.9万元,https://news.10jqka.com.cn/m611116410/,1556279975,新闻,,"50023504_北京京客隆,50005929_业绩下降",HK0814,北京京客隆,超市及便利店
北京京客隆将于6月28日派发股息每股0.08元,https://news.10jqka.com.cn/m610579725/,1553860519,新闻,中性,"50023504_北京京客隆,50005658_北京",HK0814,北京京客隆,超市及便利店
中金公司：2018年营收同比-2.6%，关注业态转型升级效果,https://news.10jqka.com.cn/m610519664/,1553689319,新闻,,50000314_港股公司研究,HK0814,北京京客隆,超市及便利店
北京京客隆发行8亿元公司债券获中证监核准,https://news.10jqka.com.cn/m610474236/,1553590240,新闻,中性,"50001132_证监会,50020078_公司债",HK0814,北京京客隆,超市及便利店
北京京客隆年内归母净利润增长33.3%至6331.2万元 每股派0.08元,https://news.10jqka.com.cn/m610424575/,1553265419,新闻,利好,"50006702_业绩上升,50023504_北京京客隆",HK0814,北京京客隆,超市及便利店
北京京客隆被ICBCInternationalAssetManagement减持54万股,https://news.10jqka.com.cn/m610107171/,1551925607,新闻,利空,"50000015_股东减持,50023504_北京京客隆",HK0814,北京京客隆,超市及便利店
中金公司：经营业绩面临压力，关注业态升级效果,https://news.10jqka.com.cn/m610008575/,1551411079,新闻,,50000314_港股公司研究,HK0814,北京京客隆,超市及便利店
北京京客隆被SchrodersPlc两日减持797.1万股,https://news.10jqka.com.cn/m610004736/,1551407483,新闻,利空,"50000015_股东减持,50023504_北京京客隆",HK0814,北京京客隆,超市及便利店
北京京客隆被ICBCInternationalAssetManagement减持9万股,https://news.10jqka.com.cn/m609875361/,1551060674,新闻,利空,"50000015_股东减持,50023504_北京京客隆",HK0814,北京京客隆,超市及便利店
北京京客隆被SchrodersPlc减持180.3万股,https://news.10jqka.com.cn/m609849997/,1550803825,新闻,利空,"50000015_股东减持,50023504_北京京客隆",HK0814,北京京客隆,超市及便利店
北京京客隆被ICBC International Asset Management 减持8.5万股,https://news.10jqka.com.cn/m608480583/,1543796994,新闻,利空,"50000015_股东减持,50023504_北京京客隆",HK0814,北京京客隆,超市及便利店
中金公司：前三季度净利润同比 32%，关注业态升级效果,https://news.10jqka.com.cn/m607894224/,1540987346,新闻,,50000314_港股公司研究,HK0814,北京京客隆,超市及便利店
转型成效初显 北京京客隆前三季度净利润同比增长31％,https://news.10jqka.com.cn/m607820931/,1540784715,新闻,利好,"50006702_业绩上升,50000427_三季报",HK0814,北京京客隆,超市及便利店
北京京客隆委任张彦为非执行董事,https://news.10jqka.com.cn/m607799191/,1540544738,新闻,中性,"50023504_北京京客隆,50005658_北京",HK0814,北京京客隆,超市及便利店
北京京客隆：2018年中报净利4770.65万   同比下降12.18%,https://news.10jqka.com.cn/m607138682/,1536919320,新闻,,"50000426_半年报,50005658_北京",HK0814,北京京客隆,超市及便利店
北京京客隆上半年净利同比增长9.6%至2903.6万元,https://news.10jqka.com.cn/m606776349/,1535115873,新闻,中性,"50006702_业绩上升,50023504_北京京客隆",HK0814,北京京客隆,超市及便利店
北京京客隆2013年公司债券将于8月13日付息并摘牌,https://news.10jqka.com.cn/m606132196/,1533204276,新闻,,"50007034_债券付息,50028808_终止上市预警",HK0814,北京京客隆,超市及便利店
北京京客隆(00814)首季股东应占净利润增17.89%至2570万元,https://news.10jqka.com.cn/m604038673/,1524215055,新闻,利好,"50023008_,50022632_",HK0814,北京京客隆,超市及便利店
北京京客隆(00814)2017年股东应占溢利增加约77.9%至4748.5万元,https://news.10jqka.com.cn/m603529232/,1521640987,新闻,利好,,HK0814,北京京客隆,超市及便利店
五谷道场卷土重来 能否打一场漂亮的翻身仗？,https://news.10jqka.com.cn/m601604840/,1510816736,新闻,利好,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814)选举李春溢为职工监事,https://news.10jqka.com.cn/m601200430/,1509098853,新闻,,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814)前三季净利润预增110%,https://news.10jqka.com.cn/m600960899/,1508496768,新闻,利好,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814)中期净利增长52.5%至2649万元,https://news.10jqka.com.cn/m599969928/,1503670927,新闻,利好,,HK0814,北京京客隆,超市及便利店
牛红艳获选举为北京京客隆(00814)职工监事,https://news.10jqka.com.cn/m599956362/,1503651517,新闻,利好,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814)2.44亿元收购北京联超商业85%的股权,https://news.10jqka.com.cn/m599467358/,1502189199,新闻,,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814.HK)料上半年净利润同比上升约50%,https://news.10jqka.com.cn/m599409897/,1501684007,新闻,利好,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814)上半年净利润预增50%,https://news.10jqka.com.cn/m599409596/,1501678958,新闻,利好,,HK0814,北京京客隆,超市及便利店
China Galaxy International Asset Management (Hong Kong) Co增持北京京客隆250万股 耗资615万港币,https://news.10jqka.com.cn/m598427315/,1493819417,新闻,,,HK0814,北京京客隆,超市及便利店
China Galaxy International SPC增持北京京客隆164万股 耗资388万港币,https://news.10jqka.com.cn/m598327983/,1493377881,新闻,,,HK0814,北京京客隆,超市及便利店
China Galaxy International Asset Management (Hong Kong) Co 增持北京京客隆337万股 耗资798万港币,https://news.10jqka.com.cn/m598272041/,1493291486,新闻,,,HK0814,北京京客隆,超市及便利店
China Galaxy International Asset Management (Hong Kong) Co。 增持北京京客隆911万股 耗资1895万港币,https://news.10jqka.com.cn/m597990759/,1492777545,新闻,,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814-HK)2016年多赚7.3%  末期息每股0.05元,https://news.10jqka.com.cn/m597060940/,1490192735,新闻,利好,,HK0814,北京京客隆,超市及便利店
业绩暴跌 照样成功IPO！那些公司是咋过会的？,https://news.10jqka.com.cn/m596483515/,1487265728,新闻,利空,,HK0814,北京京客隆,超市及便利店
上半年仅开一店京客隆净利跌幅收窄,https://news.10jqka.com.cn/m592993759/,1472143769,新闻,,,HK0814,北京京客隆,超市及便利店
京客隆靠生鲜突围是招险棋,https://news.10jqka.com.cn/m591441413/,1467563692,新闻,利好,,HK0814,北京京客隆,超市及便利店
三国归晋  超市发重回国有化,https://news.10jqka.com.cn/m590704584/,1464801354,新闻,,,HK0814,北京京客隆,超市及便利店
北京京客隆(00814)首季纯利2092万元人民币跌22%,https://news.10jqka.com.cn/m589460451/,1461321157,新闻,利空,,HK0814,北京京客隆,超市及便利店
净利下降不止  京客隆抱电商大腿,https://news.10jqka.com.cn/m588689594/,1458665637,新闻,利空,,HK0814,北京京客隆,超市及便利店
京客隆去年少赚39.8%末期息0.05元,https://news.10jqka.com.cn/m588669705/,1458602844,新闻,利空,,HK0814,北京京客隆,超市及便利店
邓普顿基金管理减持北京京客隆5万股 套现10万港币,https://news.10jqka.com.cn/m585810896/,1447244431,新闻,利空,,HK0814,北京京客隆,超市及便利店
摩根大通减持北京京客隆13万股 套现26万港币,https://news.10jqka.com.cn/m585567835/,1446428954,新闻,中性,,HK0814,北京京客隆,超市及便利店
摩根大通减持北京京客隆13万股 套现26万港币,https://news.10jqka.com.cn/m585534836/,1446210793,新闻,利空,,HK0814,北京京客隆,超市及便利店
Genesis Asset Managers  LLP减持北京京客隆35万股 套现69万港币,https://news.10jqka.com.cn/m570859730/,1424952118,新闻,,,HK0814,北京京客隆,超市及便利店
北京京客隆遭减持35万股 套现69万港币,https://news.10jqka.com.cn/m570837125/,1424867089,新闻,,,HK0814,北京京客隆,超市及便利店
中国白银集团：今年以加盟形式扩张至500-1000家门店,https://news.10jqka.com.cn/m610714843/,1554727582,新闻,中性,"50025028_白银,50024127_珠宝",HK0815,中国白银集团,贵金属
中国白银集团年度股东应占溢利减少48%至1.48亿元,https://news.10jqka.com.cn/m610557215/,1553818541,新闻,利空,50025028_白银,HK0815,中国白银集团,贵金属
中国白银集团去年纯利1.48亿人民币跌48%不派息,https://news.10jqka.com.cn/m610557058/,1553816710,新闻,中性,"50025028_白银,50006214_人民币(CNY)",HK0815,中国白银集团,贵金属
中国白银集团获富达国际增持128.2万股,https://news.10jqka.com.cn/m610189190/,1552358179,新闻,利好,"50000002_股东增持,50025028_白银",HK0815,中国白银集团,贵金属
中国白银集团委任忻浩贤为财务总监等职,https://news.10jqka.com.cn/m609575250/,1548944734,新闻,中性,50025028_白银,HK0815,中国白银集团,贵金属
中国白银集团主席兼执董陈万天已接任首席执行官一职,https://news.10jqka.com.cn/m608978704/,1546338144,新闻,中性,"50000610_董事变更,50000290_高管变更",HK0815,中国白银集团,贵金属
港股沽空统计|11月14日,https://news.10jqka.com.cn/m608168305/,1542247057,新闻,中性,"50006787_沽空,50004139_中国平安",HK0815,中国白银集团,贵金属
中国白银集团获富达国际增持107.6万股,https://news.10jqka.com.cn/m607378906/,1538296446,新闻,,50000002_股东增持,HK0815,中国白银集团,贵金属
2.85亿元竞得湖州一地块 中国白银集团涨近3%,https://news.10jqka.com.cn/m607180843/,1537239787,新闻,,50025028_白银,HK0815,中国白银集团,贵金属
中国白银集团以2.85亿元竞得湖州太湖度假区一地块,https://news.10jqka.com.cn/m606933188/,1535977610,新闻,中性,50005525_土地使用权,HK0815,中国白银集团,贵金属
申请危废处理牌照中国白银：审批时间较预期长,https://news.10jqka.com.cn/m606905811/,1535713829,新闻,中性,,HK0815,中国白银集团,贵金属
中国白银集团中期股东应占溢利减少45%至9414.9万元,https://news.10jqka.com.cn/m606880563/,1535639756,新闻,,,HK0815,中国白银集团,贵金属
中国白银集团附属中标湖州市10.3万平方米地块,https://news.10jqka.com.cn/m606750036/,1535024602,新闻,中性,"50025028_白银,50000442_中标",HK0815,中国白银集团,贵金属
中国白银集团预计中期净利同比下降不少于40%,https://news.10jqka.com.cn/m606367489/,1533893014,新闻,利空,"50005450_净利润,50005929_业绩下降",HK0815,中国白银集团,贵金属
【权益变动】中国白银集团(00815-HK)获富达国际增持539.8万股涉资约823.2万,https://news.10jqka.com.cn/m604934385/,1528348595,新闻,利好,"50000002_股东增持,50007183_金属银",HK0815,中国白银集团,贵金属
中国白银集团(00815)2017年度纯利减少5.95%至2.86亿元,https://news.10jqka.com.cn/m603661909/,1522248800,新闻,,,HK0815,中国白银集团,贵金属
中国白银(00815-HK)定价2.38元 一手中籤率70.01%,https://news.10jqka.com.cn/m603361195/,1520824831,新闻,,,HK0815,中国白银集团,贵金属
分拆金猫银猫释放互联网资产价值 中国白银明天会更好？,https://news.10jqka.com.cn/m603266563/,1520319588,新闻,,,HK0815,中国白银集团,贵金属
传金猫银猫(01815)公开发售超购逾4倍,https://news.10jqka.com.cn/m603247490/,1520247842,新闻,,,HK0815,中国白银集团,贵金属
中国白银集团(00815.HK)：金猫银猫已就建议分拆刊发其招股章程,https://news.10jqka.com.cn/m603150637/,1519772352,新闻,,,HK0815,中国白银集团,贵金属
中国白银集团(00815-HK)遭股东罗山东减持1595万股,https://news.10jqka.com.cn/m603034833/,1518585656,新闻,利空,,HK0815,中国白银集团,贵金属
