title,url,ctime,label_type,label_property,label_article,code,company,industry
【崔总关注】鼓励汽车家电消费新政将岀台 细看行业投资机会,http://t.10jqka.com.cn/m/zhibo/pid_101200996.shtml,1547017233,新闻,中性,"50001036_家用电器,50009695_投资机会",002239,奥特佳,汽车零部件
国家将出台鼓励汽车家电消费新政 汽车板块能否接过上涨大旗？,http://t.10jqka.com.cn/m/zhibo/pid_101202845.shtml,1547016182,新闻,中性,"50001036_家用电器,50005917_反弹",002239,奥特佳,汽车零部件
年报行情来了！北上资金连续加仓这些业绩预喜股 3股持仓翻倍,https://news.10jqka.com.cn/m609062200/,1546754218,新闻,中性,"50010178_北上资金,50000261_业绩预增",002239,奥特佳,汽车零部件
电动汽车平台化采购“大幕拉开”,https://news.10jqka.com.cn/m609005870/,1546477337,新闻,中性,,002239,奥特佳,汽车零部件
奥特佳(12月28日)现大宗交易,https://news.10jqka.com.cn/m608961719/,1545991212,新闻,,,002239,奥特佳,汽车零部件
南京奥特佳计划用五年跻身全球前三,https://news.10jqka.com.cn/m608896693/,1545789659,新闻,中性,,002239,奥特佳,汽车零部件
奥特佳：若国电赛思各方执意解约 收购将失败,https://news.10jqka.com.cn/m608704295/,1544752120,新闻,利空,,002239,奥特佳,汽车零部件
奥特佳扣非净利降六成 7亿并购或生变,https://news.10jqka.com.cn/m608703902/,1544750619,新闻,利空,,002239,奥特佳,汽车零部件
7亿收购或止步 奥特佳前实控人涉嫌伪造公章,https://mp.weixin.qq.com/s?__biz=MzU1MDg1Mjc2Mw==&mid=2247485142&idx=1&sn=a6e01b2e842d052a05d2414a05fbe422&chksm=fb9b0722ccec8e348d36e2ea0e0fb86f68327f1fe6c7825effa440982a4f4e3096dc6672539b&scene=0&xtrack=1,1544689096,新闻,,,002239,奥特佳,汽车零部件
汽车零部件的优质投资赛道分析,https://mp.weixin.qq.com/s?__biz=MzUzNzY4NTM2Mw==&mid=2247488139&idx=4&sn=edf99e720be0985ac3f4760e529b3748&chksm=fae26e97cd95e7814c7cb2a4efc363c4086b3a4174f1653a480e5477b7758564977dd726031d&scene=0&xtrack=1,1544678878,新闻,中性,,002239,奥特佳,汽车零部件
势如破竹 此股突袭现场爆发力惊人！,https://news.10jqka.com.cn/m611171406/,1556609774,推广,,,002240,威华股份,家具制造
威华股份(002240)04月30日14:30大单揭秘,https://news.10jqka.com.cn/m611170632/,1556606854,新闻,,50008101_大单揭秘,002240,威华股份,家具制造
买买买！陆股通一季度新进55股前十大流通股股东 这些股二季度以来继续加仓(附名单),https://news.10jqka.com.cn/m611091333/,1556241130,新闻,利好,"50019715_陆股通,50014703_流通股",002240,威华股份,家具制造
298只个股连续两日实现大单净流入  5只潜力股引机构扎堆,https://news.10jqka.com.cn/m611032766/,1556059968,新闻,中性,"50007767_大单资金,50006702_业绩上升",002240,威华股份,家具制造
威华股份：目前没有固态储氢相关业务或者布局 ,https://news.10jqka.com.cn/m611016267/,1556003320,新闻,,"50001024_稀土永磁,50001977_威华股份",002240,威华股份,家具制造
威华股份：公司目前没有燃料电池的业务或者布局,https://news.10jqka.com.cn/m611016265/,1556003298,新闻,,"50010718_燃料电池,50001977_威华股份",002240,威华股份,家具制造
回购计划“食言”背后：这些上市公司有啥隐情,https://news.10jqka.com.cn/m610955386/,1555643594,新闻,利空,"50000643_股份回购,50002495_索菱股份",002240,威华股份,家具制造
威华股份：厚积薄发 业绩释放,https://mp.weixin.qq.com/s?__biz=MzUxOTUxMDAyNA==&mid=2247490466&idx=2&sn=92470f6b041fe2509c74ffee524427ee&chksm=f9f9dac5ce8e53d3776c4bfa92868fb5325f94e7b04e4950c5aa4a3ab412c23c76adbd5f6fe8&scene=0&xtrack=1,1555485973,新闻,中性,"50001977_威华股份,50010101_财通证券",002240,威华股份,家具制造
盈利同比增长，锂盐业务稳步发展,https://news.10jqka.com.cn/m18798097_sr/,1555460455,研报,,,002240,威华股份,家具制造
厚积薄发，业绩释放,https://news.10jqka.com.cn/m18774069_sr/,1555414371,研报,,,002240,威华股份,家具制造
关注奥伊诺锂矿注入及投产进度,https://news.10jqka.com.cn/m18765329_sr/,1555409136,研报,,,002240,威华股份,家具制造
威华股份：如果本次重组事项在年内完成 随着奥伊诺矿业的投产 其产生的盈利将进一步提升公司业绩,https://news.10jqka.com.cn/m610878748/,1555404533,新闻,,"50000274_并购重组,50006702_业绩上升",002240,威华股份,家具制造
威华股份：2019年第一季度报告正文,https://news.10jqka.com.cn/tapp/notice.html#seq=18746231,1555344002,公告,,,002240,威华股份,家具制造
威华股份：关于资产重组的进展公告,https://news.10jqka.com.cn/tapp/notice.html#seq=18746247,1555344002,公告,,,002240,威华股份,家具制造
威华股份：2019年第一季度报告全文,https://news.10jqka.com.cn/tapp/notice.html#seq=18746419,1555344002,公告,,,002240,威华股份,家具制造
威华股份预计半年度净利润同比增长13%至69%,https://news.10jqka.com.cn/m610864602/,1555330871,新闻,,"50006702_业绩上升,50001977_威华股份",002240,威华股份,家具制造
财报速递：威华股份一季度净利2152.85万 同比增长424%,https://news.10jqka.com.cn/m610863146/,1555328540,新闻,,50000272_定期报告,002240,威华股份,家具制造
一季报大戏来了！10股业绩暴增10倍 20股年报季报均翻倍,http://t.10jqka.com.cn/m/zhibo/pid_104575075.shtml,1554731226,新闻,中性,"50006702_业绩上升,50000428_年度报告",002240,威华股份,家具制造
基金年报“隐形”股爆出 顺灏股份也在其中,https://news.10jqka.com.cn/m610714622/,1554725728,新闻,中性,"50002300_顺灏股份,50000428_年度报告",002240,威华股份,家具制造
2019市场格局：《2019年中国锂电池产业竞争格局全局观》,https://news.10jqka.com.cn/m610699265/,1554713607,新闻,中性,50006866_锂电池,002240,威华股份,家具制造
机械制造：龙头加速出海荐2股,https://news.10jqka.com.cn/m610692365/,1554692634,新闻,中性,50006866_机械制造,002240,威华股份,家具制造
年报已超千家！近九成拟现金分红 这些公司对股民最大方,https://news.10jqka.com.cn/m610583387/,1553945414,新闻,中性,"50000276_分红派息,50013491_现金分红",002240,威华股份,家具制造
一季报业绩窗口期开启 化工、机械设备、电子三行业绩优多,https://news.10jqka.com.cn/m610489686/,1553645563,新闻,中性,"50005128_机械设备,50000425_一季报",002240,威华股份,家具制造
27日机构强推买入  6股极度低估,https://news.10jqka.com.cn/m610489483/,1553643249,新闻,中性,"50007987_机构强推,50006702_业绩上升",002240,威华股份,家具制造
162家公司2019年一季报业绩预喜 提前布局季报行情正当时,https://news.10jqka.com.cn/m610488386/,1553605077,新闻,中性,"50000261_业绩预增,50000425_一季报",002240,威华股份,家具制造
首季业绩暴增股名单：30股净利润增幅翻倍,https://news.10jqka.com.cn/m610379532/,1553147024,新闻,中性,"50006702_业绩上升,50005450_净利润",002240,威华股份,家具制造
陆股通陆续现身前十大股东 37股获持续加仓,http://t.10jqka.com.cn/m/zhibo/pid_103502079.shtml,1552972343,新闻,中性,"50019715_陆股通,50006839_十大股东",002240,威华股份,家具制造
126家公司预告一季度业绩 83家预增,https://news.10jqka.com.cn/m610325403/,1552963760,新闻,利空,"50000259_业绩预告,50000261_业绩预增",002240,威华股份,家具制造
一大波公司一季度业绩预喜 最高预增达到30倍,https://news.10jqka.com.cn/m610293824/,1552863645,新闻,中性,"50000261_业绩预增,50006702_业绩上升",002240,威华股份,家具制造
96家公司发布一季报业绩预告 益生股份等3家公司业绩成长性突出,https://news.10jqka.com.cn/m610265463/,1552566773,新闻,中性,"50000259_业绩预告,50002194_益生股份",002240,威华股份,家具制造
21只股一季度业绩暴增（附股）,https://news.10jqka.com.cn/m610245928/,1552534996,新闻,利好,"50006702_业绩上升,50001971_民和股份",002240,威华股份,家具制造
锂资源行业年度形势分析,https://mp.weixin.qq.com/s?__biz=MzAwNjg2ODI4Ng==&mid=2661509498&idx=3&sn=0cd3b3aca0f347815080381feb4ccf3a&chksm=8051152bb7269c3dfbc464b16e21b6b389aaad95562576da95aef96f29322cbbf33d4e9ee67b&scene=0&xtrack=1,1552438778,新闻,,"50008110_锂矿资源,50000397_新能源整车",002240,威华股份,家具制造
