title,url,ctime,label_type,label_property,label_article,code,company,industry
国家能源局：优先建设平价上网风电、光伏发电项目,https://news.10jqka.com.cn/m610764673/,1554892969,新闻,中性,50011009_光伏概念,600207,安彩高科,燃气
“性价比”：光伏企业走向平价关键词,https://news.10jqka.com.cn/m610761460/,1554890486,新闻,中性,50010720_光伏概念,600207,安彩高科,燃气
国家能源局：先行确定一批2019年度可开工建设的平价上网风电、光伏发电项目,https://news.10jqka.com.cn/m610759719/,1554887065,新闻,中性,50011009_光伏概念,600207,安彩高科,燃气
安彩高科2018年营收增稳增 打赢经营和机制建设攻坚战,https://news.10jqka.com.cn/m610424435/,1553263893,新闻,中性,"50003432_安彩高科,50000428_年度报告",600207,安彩高科,燃气
公告解读：安彩高科去年全年亏损3.33亿,https://news.10jqka.com.cn/m610418116/,1553250734,新闻,,50000272_定期报告,600207,安彩高科,燃气
涨停股揭秘：独角兽概念板块大涨 安彩高科封涨停,https://news.10jqka.com.cn/m610188857/,1552356335,新闻,,50000091_涨停股揭秘,600207,安彩高科,燃气
易主席首秀结束！一图看懂新闻发布会讲话要点,https://news.10jqka.com.cn/m609967859/,1551270405,新闻,,"50031991_科创板,50035318_易会满",600207,安彩高科,燃气
涨停股揭秘：安彩高科：参股独角兽 安彩高科封涨停,https://news.10jqka.com.cn/m609697071/,1550129513,新闻,,50000091_涨停股揭秘,600207,安彩高科,燃气
安彩高科预计2018年全年亏损3.6亿,https://news.10jqka.com.cn/m609532011/,1548842021,新闻,,"50007907_业绩亏损,50003432_安彩高科",600207,安彩高科,燃气
安彩高科一合资公司完成工商登记,https://news.10jqka.com.cn/m609169752/,1547127568,新闻,利好,50003432_安彩高科,600207,安彩高科,燃气
天然气板块业绩提升预期增强   3家以上机构扎堆推荐7只潜力股,https://news.10jqka.com.cn/m609114249/,1546987800,新闻,中性,"50000401_天然气,50006702_业绩上升",600207,安彩高科,燃气
质押股市值873亿！ A股30家光伏企业“潜在雷区”：7家大股东质押市值超过50亿,https://mp.weixin.qq.com/s?__biz=MzI2NzIwMDg4NQ==&mid=2654954463&idx=1&sn=f0a81dbc9a13f04b4f86e75c42b83a96&chksm=f149b3c5c63e3ad363cf0c8944fd089a3ec04f22a6b07e379a7ded9e564286272ecc5edc55be&scene=0,1546038120,新闻,利空,"50010720_光伏概念,50010488_A股市场",600207,安彩高科,燃气
政策利好不断累积 创投还有那些投资机会,http://t.10jqka.com.cn/m/zhibo/pid_100414486.shtml,1544688165,新闻,热门,"50006877_创投,50009695_投资机会",600207,安彩高科,燃气
安彩高科与凯盛集团签协议在光伏玻璃领域开展合作,https://news.10jqka.com.cn/m608630491/,1544446850,新闻,利好,"50011027_光伏玻璃,50003432_安彩高科",600207,安彩高科,燃气
聚焦天然气板块 鲁股杰瑞股份全年业绩或同增7倍,https://news.10jqka.com.cn/m608180231/,1542271904,新闻,中性,,600207,安彩高科,燃气
安彩高科：停止运行光伏玻璃二厂窑炉,https://news.10jqka.com.cn/m608014914/,1541579237,新闻,中性,,600207,安彩高科,燃气
公告解读：安彩高科前三季度亏损2617.83万,https://news.10jqka.com.cn/m607860476/,1540893150,新闻,,,600207,安彩高科,燃气
A股光伏公司三季度业绩下滑 最多那家降了近六成,https://m.jiemian.com/article/2544377.html,1539759571,新闻,利空,,600207,安彩高科,燃气
涨停股揭秘：液化天然气价格持续走高相关概念股表现亮眼 安彩高科封涨停,https://news.10jqka.com.cn/m607208631/,1537340963,新闻,,,600207,安彩高科,燃气
三个月内五度出手 河南国资密集“联姻”上市企业,https://news.10jqka.com.cn/m607161564/,1537172548,新闻,,,600207,安彩高科,燃气
