title,url,ctime,label_type,label_property,label_article,code,company,industry
净利大增77.1%的中国平安 大象开始插翅膀了,https://news.10jqka.com.cn/m611186286/,1556624675,新闻,中性,"50004139_中国平安,50005450_净利润",000001,平安银行,银行
北向资金净卖出中国平安、贵州茅台等大盘蓝筹股,https://news.10jqka.com.cn/m611176802/,1556618113,新闻,中性,"50010178_北上资金,50004139_中国平安",000001,平安银行,银行
平安银行4月30日获深股通净卖出2.83亿,https://news.10jqka.com.cn/m611176016/,1556617544,新闻,,50019715_陆股通,000001,平安银行,银行
速看！这类股已成活跃资金避风港！,https://news.10jqka.com.cn/m611171344/,1556609091,推广,,,000001,平安银行,银行
平安银行(000001)04月30日14:30大单揭秘,https://news.10jqka.com.cn/m611169508/,1556606716,新闻,,50008101_大单揭秘,000001,平安银行,银行
平安银行:2019-04-29融资融券明细,https://news.10jqka.com.cn/m611162130/,1556585042,新闻,,50004786_融资融券,000001,平安银行,银行
股份制银行座次重洗牌：招行资产规模重返第一 4家不良双升,https://m.thepaper.cn/newsDetail_forward_3372972,1556583391,新闻,中性,"50009553_资产规模,50003286_招商银行",000001,平安银行,银行
上市银行2018年净利增速提升基本面改善板块估值修复可期,https://news.10jqka.com.cn/m611161217/,1556580877,新闻,中性,"50006702_业绩上升,50005450_净利润",000001,平安银行,银行
六成上市公司一季报业绩同比增长,https://news.10jqka.com.cn/m611161176/,1556580507,新闻,中性,"50006702_业绩上升,50000425_一季报",000001,平安银行,银行
上市银行2018年净利增速提升至5.59% 基本面改善预期强估值修复可期,https://news.10jqka.com.cn/m611155701/,1556543080,新闻,中性,"50006702_业绩上升,50005450_净利润",000001,平安银行,银行
平安银行300亿元二级资本债发行完毕,https://news.10jqka.com.cn/m611151071/,1556537694,新闻,中性,50018965_资本债,000001,平安银行,银行
银行服务小微 这些民营银行正在后来居上,https://news.10jqka.com.cn/m611146550/,1556534892,新闻,中性,"50009851_民营银行,50013531_贷款",000001,平安银行,银行
平安银行重庆分行遭银监处罚 违法借贷搭售,https://news.10jqka.com.cn/m611131027/,1556508106,新闻,利空,"50000654_处罚整改,50005661_重庆",000001,平安银行,银行
银河证券：宏观经济企稳预期提升 利好银行板块估值修复,https://news.10jqka.com.cn/m611127216/,1556503130,新闻,中性,"50001228_银行业,50017185_宏观经济",000001,平安银行,银行
预计二季度板块获净增持--银行业专题报告,https://mp.weixin.qq.com/s?__biz=MzU5MTUxMTIwNA==&mid=2247487937&idx=2&sn=a9eedca495467d94445875b8deeee8a5&chksm=fe2cba0ac95b331c383a9fc81e1446e4471ed43acf2aebb8dcff6b240c57df9d8ce1f2693f46&scene=0&xtrack=1,1556279945,新闻,中性,"50001228_银行业,50027611_股份行",000001,平安银行,银行
报告：城农商行去年业绩分化显著 东北地区资产质量压力较大,https://m.thepaper.cn/newsDetail_forward_3343524,1556276998,新闻,利空,"50006204_商业银行,50005750_东北地区",000001,平安银行,银行
平安银行完成发行300亿元二级资本债,https://news.10jqka.com.cn/m611103445/,1556266196,新闻,中性,50018965_资本债,000001,平安银行,银行
净息差走阔，资产质量持续改善,https://news.10jqka.com.cn/m19054999_sr/,1556262040,研报,,,000001,平安银行,银行
最新动向！高毅、淡水泉、星石、王亚伟等一线百亿私募狂买这些股（名单）,https://mp.weixin.qq.com/s?__biz=MzA5MDEzNjQwMA==&mid=2655146412&idx=1&sn=c0a9c6bed55e724afe2ba9936439667a&chksm=8ba6bb93bcd13285aef2117d8376549841af1797498f4f275a86d5f0262408f191d5514ecd49&scene=0&xtrack=1,1556248541,新闻,中性,,000001,平安银行,银行
周五机构一致最看好的10金股 ,https://news.10jqka.com.cn/m611090473/,1556237021,新闻,利好,"50012524_机构看好,50006702_业绩上升",000001,平安银行,银行
白马抱团要结束？北上资金提前“抢跑” 调仓加码中小创,https://news.10jqka.com.cn/m611072216/,1556175320,新闻,中性,"50010178_北上资金,50018924_中小创",000001,平安银行,银行
一季报点评：息差回升，资产质量继续改善，净利增长提速,https://news.10jqka.com.cn/m19051235_sr/,1556168969,研报,,,000001,平安银行,银行
2019一季报点评：经营拐点确认，对公零售再平衡,https://news.10jqka.com.cn/m19103033_sr/,1556157986,研报,,,000001,平安银行,银行
2019年一季报点评：业绩提速息差增长，质量扎实拨备增厚,https://news.10jqka.com.cn/m19036653_sr/,1556153984,研报,,,000001,平安银行,银行
知名百亿私募一季度调仓大揭秘！王亚伟重仓坚守这只股票,https://news.10jqka.com.cn/m611060418/,1556149994,新闻,中性,"50008005_私募基金,50001104_王亚伟",000001,平安银行,银行
基本面拐点确立，ROE开启回升周期，上调目标价至21.19元,https://news.10jqka.com.cn/m19036053_sr/,1556147957,研报,,,000001,平安银行,银行
平安银行加入永续债发行阵营 商业银行预计发行近五千亿永续债,https://news.10jqka.com.cn/m611058621/,1556114367,新闻,中性,"50006906_永续债券,50006204_商业银行",000001,平安银行,银行
平安银行：6个月目标价17 元 维持“买入”评级,https://news.10jqka.com.cn/m611058281/,1556111152,新闻,中性,"50000030_买入评级,50009612_目标价",000001,平安银行,银行
一天10张大罚单！银保监局又出手 民生平安被罚最多：10大违规“触目惊心”,https://mp.weixin.qq.com/s?__biz=MzA5MDEzNjQwMA==&mid=2655146265&idx=1&sn=d3efb607d2a165b98be20e80f2b61de9&chksm=8ba6bb26bcd13230165a7e1e9a1f6a9aadef4a946131771f40aac6a54e7a0887a293f16efa00&scene=0&xtrack=1,1556109560,新闻,利空,"50019362_银保监会,50010537_罚款",000001,平安银行,银行
一天公布10张罚单！民生银行等五家机构共计被罚540万,https://news.10jqka.com.cn/m611058087/,1556109550,新闻,利空,"50000654_处罚整改,50003270_民生银行",000001,平安银行,银行
平安银行一季报：核心指标在好转 但问题也不少,https://news.10jqka.com.cn/m611056523/,1556106163,新闻,中性,"50000425_一季报,50013531_贷款",000001,平安银行,银行
利润增速双位数，驶入业绩快车道,https://news.10jqka.com.cn/m18944683_sr/,1556102033,研报,,,000001,平安银行,银行
平安银石家庄分行被罚200万：未经批准设立分支机构,https://news.10jqka.com.cn/m611046399/,1556096905,新闻,利空,"50005727_石家庄,50000654_处罚整改",000001,平安银行,银行
业绩大幅超预期，存款增长较快,https://news.10jqka.com.cn/m18988075_sr/,1556093409,研报,,,000001,平安银行,银行
逾期占比环比下降，私行转型成效显著,https://news.10jqka.com.cn/m18937171_sr/,1556091357,研报,,,000001,平安银行,银行
2019年一季报点评：零售信贷投放有所放缓,https://news.10jqka.com.cn/m18935315_sr/,1556088366,研报,,,000001,平安银行,银行
1Q19业绩：业绩步入兑现期，零售银行新标杆,https://news.10jqka.com.cn/m18982733_sr/,1556084637,研报,,,000001,平安银行,银行
1季报详细解读：业绩增长较快，资产质量平稳,https://news.10jqka.com.cn/m18934613_sr/,1556084593,研报,,,000001,平安银行,银行
中泰证券：平安银行1季报业绩胜于预期建议关注,https://news.10jqka.com.cn/m611034889/,1556073418,新闻,中性,,000001,平安银行,银行
平安银行一季度营收净利两位数增长 拟发行500亿元永续债“补血”,https://news.10jqka.com.cn/m611034641/,1556071129,新闻,利好,"50006906_永续债券,50006702_业绩上升",000001,平安银行,银行
平安银行：2019年第一季度报告正文,https://news.10jqka.com.cn/tapp/notice.html#seq=18903025,1556035202,公告,,,000001,平安银行,银行
平安银行：2019年第一季度报告全文,https://news.10jqka.com.cn/tapp/notice.html#seq=18903035,1556035202,公告,,,000001,平安银行,银行
