title,url,ctime,label_type,label_property,label_article,code,company,industry
机器人：关于2018年度证券投资情况的专项说明,https://news.10jqka.com.cn/tapp/notice.html#seq=18314133,1552579200,公告,,,300024,机器人,工业机器人
机器人：关于使用自有资金投资证券及理财产品的公告,https://news.10jqka.com.cn/tapp/notice.html#seq=18314143,1552579200,公告,,,300024,机器人,工业机器人
机器人预计一季度净利润同比增长5%至25%,https://news.10jqka.com.cn/m610265453/,1552566691,新闻,,"50000544_机器人概念,50006702_业绩上升",300024,机器人,工业机器人
财报速递：机器人去年全年净利4.49亿 同比增长4%,https://news.10jqka.com.cn/m610265311/,1552564967,新闻,,50000272_定期报告,300024,机器人,工业机器人
边缘计算概念再掀涨停潮：产业联盟成掘金利器,https://news.10jqka.com.cn/m610096603/,1551870211,新闻,中性,"50013350_边缘计算,50000098_涨停",300024,机器人,工业机器人
涨停股揭秘：全国人大常委会抓紧人工智能立法 机器人封涨停,https://news.10jqka.com.cn/m610065743/,1551768859,新闻,,50000091_涨停股揭秘,300024,机器人,工业机器人
李克强说 促进区域协调发展 提高新型城镇化质量,https://news.10jqka.com.cn/m610060516/,1551757480,新闻,利好,"50000578_新型城镇化,50016427_区域协调发展",300024,机器人,工业机器人
制造业等行业增值税下调3个百分点 高端装备制造或先受益,https://news.10jqka.com.cn/m610056494/,1551752765,新闻,中性,"50001056_高端装备,50016373_制造业",300024,机器人,工业机器人
MSCI官宣：800亿美元将流入A股！外资热情高涨 这421只“入摩”股你有吗？(附名单）,https://news.10jqka.com.cn/m610009008/,1551417659,新闻,中性,"50001075_MSCI概念,50010488_A股市场",300024,机器人,工业机器人
MSCI扩容A股！创业板首次“入摩”  成分股小幅高开,https://news.10jqka.com.cn/m610003882/,1551403721,新闻,,"50001075_MSCI概念,50029290_创业板",300024,机器人,工业机器人
【名单】创业板首次“入摩” 27只潜在成分股大名单,https://news.10jqka.com.cn/m610000474/,1551396908,新闻,利好,"50001075_MSCI概念,50029290_创业板",300024,机器人,工业机器人
业绩快报：机器人去年全年净利4.48亿 同比增长3.55%,https://news.10jqka.com.cn/m609967826/,1551270069,新闻,,"50006702_业绩上升,50002628_机器人",300024,机器人,工业机器人
社融放量验证逆周期调节加强 动力电池装机持续高增长——2 月周报第2期,https://mp.weixin.qq.com/s?__biz=MzU0NzAwNTc1NQ==&mid=2247491901&idx=1&sn=11b960511fdc0ea7adce1b122bc290e3&chksm=fb565569cc21dc7f8fc744ade01f86c444b474fd5fa9e0aa9a2e80b016978c9998684292a530&scene=0&xtrack=1,1550408163,新闻,中性,,300024,机器人,工业机器人
机器人：与国防领域重要部门签订2.49亿元订货合同,https://news.10jqka.com.cn/m609573226/,1548935012,新闻,中性,,300024,机器人,工业机器人
